City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,auki,-8.7676,160.7034,27.06,83,70,1.62,SB,1711485272
282,cidade velha,14.9167,-23.6167,22.26,73,75,9.77,CV,1711485272
283,belabo,4.9333,13.3,26.41,48,70,1.25,CM,1711485272
284,timbiqui,2.7717,-77.6654,28.13,80,59,2.48,CO,1711485272
285,wenchang,30.904,118.4887,9.95,88,100,1.61,CN,1711485272
286,luanda,-8.8368,13.2343,26.0,89,75,2.06,AO,1711484960
287,carnarvon,-24.8667,113.6333,24.81,61,0,6.44,AU,1711485273
288,yaren,-0.5472,166.916,27.9,80,85,5.1,NR,1711485273
289,mount isa,-20.7333,139.5,22.87,78,41,2.57,AU,1711485273
290,wanning,18.8003,110.3967,22.72,93,11,0.46,CN,1711485273
291,bouna,9.2667,-3.0,32.39,45,100,0.17,CI,1711485273
292,val-des-monts,45.6501,-75.666,10.97,40,100,8.23,CA,1711485019
293,deder,9.3167,41.45,16.37,73,86,1.32,ET,1711485273
294,george town,5.4112,100.3354,28.96,83,20,2.06,MY,1711484991
295,olds,51.7834,-114.102,2.47,86,100,5.66,CA,1711485273
296,lyubinskiy,55.1542,72.6925,-1.18,95,100,3.35,RU,1711485273
297,kone,-21.0595,164.8658,26.37,74,67,1.35,NC,1711485273
298,hultsfred,57.4882,15.8436,2.22,94,100,2.56,SE,1711485274
299,harstad,68.799,16.5293,-2.34,93,100,4.47,NO,1711485274
300,macau,22.2006,113.5461,22.85,88,40,5.66,MO,1711485006
301,yuzhno-kurilsk,44.0306,145.8556,-3.12,89,93,6.97,RU,1711485274
302,kokpekty,48.75,82.4,-8.0,94,33,0.88,KZ,1711485274
303,shiprock,36.7855,-108.687,9.42,24,99,7.08,US,1711485274
304,ulan bator,47.9077,106.8832,-1.93,80,40,5.0,MN,1711485241
305,timaru,-44.4,171.25,12.82,87,92,2.24,NZ,1711485274
306,daru,-9.0763,143.2092,27.27,82,100,1.26,PG,1711485274
307,dingtao,35.0683,115.5625,10.09,85,100,4.36,CN,1711485274
308,axim,4.8699,-2.2405,27.7,86,83,2.9,GH,1711485275
309,san isidro,-12.1167,-77.05,23.77,73,100,4.63,PE,1711485275
310,berdigestyakh,62.0989,126.6992,-11.89,95,100,3.06,RU,1711485199
311,talnakh,69.4865,88.3972,-30.31,97,45,3.56,RU,1711485275
312,moree,-29.4667,149.85,20.4,73,11,2.89,AU,1711485275
313,konarka,19.9,86.1167,25.22,83,4,5.44,IN,1711485275
314,tamanrasset,22.785,5.5228,21.95,33,97,2.06,DZ,1711485275
315,navirai,-23.065,-54.1906,32.36,32,8,1.62,BR,1711485219
316,choele choel,-39.2667,-65.6833,31.25,34,96,2.66,AR,1711485157
317,saipan,15.1355,145.701,25.39,1,40,1.54,MP,1711485275
318,saldanha,-33.0117,17.9442,17.03,85,68,11.96,ZA,1711485276
319,princeville,45.7668,-61.2985,3.16,82,100,5.66,CA,1711485276
320,vyazemskiy,47.5378,134.7525,-7.71,90,50,1.47,RU,1711485276
321,birao,10.2849,22.7882,26.65,14,6,2.47,CF,1711485276
322,envira,-7.3,-70.2167,29.43,78,87,0.45,BR,1711485276
323,broome,42.2506,-75.833,15.21,66,0,6.17,US,1711485277
324,sokcho,38.2083,128.5911,4.34,81,95,0.51,KR,1711485277
325,gobabis,-22.45,18.9667,19.07,76,95,4.88,NA,1711485277
326,laguna,38.421,-121.4238,17.86,66,100,1.34,US,1711484987
327,isiro,2.7739,27.616,20.2,99,76,0.55,CD,1711485277
328,ape,57.5393,26.6929,1.51,83,100,1.97,LV,1711485277
329,nadi,-17.8,177.4167,26.0,89,75,0.0,FJ,1711485277
330,mersing,2.4312,103.8405,27.95,83,20,4.63,MY,1711485278
331,rongelap,11.1635,166.8941,27.0,74,60,8.99,MH,1711485278
332,bamboo flat,11.7,92.7167,26.05,89,1,1.03,IN,1711485278
333,birendranagar,28.6019,81.6339,18.72,36,100,2.32,NP,1711485278
334,sanghar,26.0466,68.9481,28.7,32,46,5.12,PK,1711485278
335,xai-xai,-25.0519,33.6442,21.98,85,2,2.23,MZ,1711485278
336,chipinge,-20.1883,32.6236,17.23,98,70,1.33,ZW,1711485278
337,sidi ifni,29.3797,-10.173,15.86,59,15,9.0,MA,1711485278
338,barra do garcas,-15.89,-52.2567,25.32,94,75,1.07,BR,1711485278
339,fisterra,42.9049,-9.2629,9.3,73,68,7.12,ES,1711485278
340,lomo de arico,28.1667,-16.4833,16.8,61,20,6.69,ES,1711485278
341,labrador city,52.9463,-66.9114,0.95,40,20,3.6,CA,1711485016
342,ternate,0.8,127.4,26.68,82,74,2.18,ID,1711485278
343,port lincoln,-34.7333,135.8667,15.42,75,8,5.22,AU,1711485279
344,palmer,42.1584,-72.3287,8.78,67,100,4.63,US,1711485279
345,port shepstone,-30.7414,30.455,23.68,85,68,8.53,ZA,1711485279
346,glace bay,46.1969,-59.957,2.16,78,100,5.66,CA,1711485279
347,manga,11.6636,-1.0731,35.12,33,100,1.82,BF,1711485279
348,jiangyou,31.7667,104.7167,12.84,81,100,0.96,CN,1711485279
349,mugumu,-1.85,34.7,17.36,95,100,1.15,TZ,1711485279
350,rabaul,-4.1967,152.1721,27.41,78,100,1.72,PG,1711485279
351,puerto madryn,-42.7692,-65.0385,22.8,53,21,2.92,AR,1711485112
352,francisco beltrao,-26.0811,-53.055,24.59,73,0,1.6,BR,1711485130
353,shiggaon,15.0,75.2333,26.7,59,91,2.55,IN,1711485279
354,bodo,67.28,14.405,-2.98,63,0,3.6,NO,1711485279
355,mount pearl,47.5166,-52.7813,2.47,59,100,2.06,CA,1711485280
356,hithadhoo,-0.6,73.0833,28.11,75,100,1.27,MV,1711485280
357,daqing,46.5833,125.0,1.52,58,21,4.67,CN,1711485280
358,khudaganj,28.15,79.7167,22.34,27,75,2.48,IN,1711485280
359,dinguiraye,11.3,-10.7167,31.94,22,53,1.52,GN,1711485280
360,lycksele,64.5954,18.6735,-4.07,68,40,3.6,SE,1711485280
361,murzuq,25.9155,13.9184,26.35,11,79,4.0,LY,1711485083
362,patterson,37.4716,-121.1297,17.84,58,10,1.75,US,1711485014
363,el sauzal de rodriguez,31.9,-116.6833,15.79,66,47,4.7,MX,1711485280
364,kachug,53.9606,105.8817,-6.64,77,100,7.15,RU,1711485280
365,kuhmo,64.1333,29.5167,-12.91,100,93,0.61,FI,1711485280
366,murun-kuren,49.6342,100.1625,-7.73,42,68,8.32,MN,1711485280
367,launceston,-41.45,147.1667,8.42,93,38,4.63,AU,1711485281
368,mbanza-ngungu,-5.25,14.8667,22.16,93,100,1.36,CD,1711485281
369,luga,58.7372,29.8453,2.38,88,100,1.77,RU,1711485281
370,luderitz,-26.6481,15.1594,17.54,72,2,8.25,NA,1711485281
371,dingwall,57.5953,-4.4272,4.48,90,74,2.23,GB,1711485281
372,cedeira,43.6797,-8.0209,8.54,83,100,1.6,ES,1711485281
373,el alto,-4.2714,-81.2147,30.81,74,82,5.12,PE,1711485281
374,kununurra,-15.7667,128.7333,25.99,94,45,0.0,AU,1711485281
375,zaozersk,69.4005,32.4476,-11.99,95,100,1.72,RU,1711485281
376,woolgoolga,-30.1106,153.2007,18.91,90,78,3.69,AU,1711485281
377,ploudalmezeau,48.5333,-4.65,8.14,76,40,3.09,FR,1711485281
378,necochea,-38.5473,-58.7368,23.48,43,83,4.46,AR,1711485103
379,kurlovo,55.4325,40.4854,0.95,95,100,3.01,RU,1711485198
380,lezhnevo,56.7751,40.8917,1.23,86,77,2.14,RU,1711485281
381,tapes,-30.6733,-51.3958,22.18,64,0,5.14,BR,1711485281
382,saint-malo,48.5,-1.8333,7.34,81,84,1.65,FR,1711485281
383,recreo,-29.2818,-65.061,33.26,34,1,8.81,AR,1711485281
384,takoradi,4.8845,-1.7554,27.95,84,100,3.51,GH,1711485201
385,katabu,-4.9333,122.5167,24.41,95,55,1.31,ID,1711485282
386,shiqian,27.5225,108.2281,15.05,88,100,1.4,CN,1711485282
387,st. john's,47.5649,-52.7093,2.93,60,100,2.06,CA,1711485148
388,byala slatina,43.4667,23.9333,9.78,54,100,2.23,BG,1711485282
389,coahuayana de hidalgo,18.7,-103.6583,29.18,42,0,3.32,MX,1711485282
390,klyuchi,52.2667,79.1667,-1.68,95,99,2.95,RU,1711485282
391,cabedelo,-6.9811,-34.8339,30.37,80,55,5.62,BR,1711485076
392,ulsteinvik,62.3432,5.8487,5.42,49,100,3.13,NO,1711485282
393,nueva concepcion,14.2,-91.3,34.22,39,100,7.27,GT,1711485282
394,porto novo,6.4965,2.6036,28.4,82,69,3.33,BJ,1711485283
395,prado,-17.3411,-39.2208,26.16,81,80,4.27,BR,1711485283
396,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-14.69,91,9,2.29,RU,1711485283
397,lappeenranta,61.0587,28.1887,-0.67,97,100,2.57,FI,1711485283
398,santa ana,33.7456,-117.8678,21.54,57,40,5.14,US,1711485075
399,illizi,26.4833,8.4667,29.89,18,7,3.87,DZ,1711485283
400,siracusa,37.0881,15.2792,17.66,56,0,2.39,IT,1711485283
401,"laikit, laikit ii (dimembe)",1.4792,124.9735,22.47,100,20,1.03,ID,1711485283
402,mejit,10.2753,170.8646,26.98,72,100,8.48,MH,1711485283
403,sao gabriel da cachoeira,-0.1303,-67.0892,34.18,49,46,0.51,BR,1711485283
404,kharp,66.8014,65.8081,-19.71,93,8,3.44,RU,1711485199
405,sendafa,9.15,39.0333,15.64,84,93,1.95,ET,1711485283
406,nieuw amsterdam,5.8833,-55.0833,33.09,58,20,3.09,SR,1711485283
407,chernyshevskiy,63.0128,112.4714,-18.72,97,100,2.57,RU,1711485283
408,tutoia,-2.7619,-42.2744,25.54,87,100,3.58,BR,1711485284
409,alofi,-19.0595,-169.9187,25.94,94,40,2.57,NU,1711485284
410,susanville,40.4163,-120.653,11.91,42,20,2.24,US,1711485017
411,ciudad madero,22.2667,-97.8333,28.11,44,0,8.52,MX,1711485284
412,taulaga,-11.0553,-171.0883,29.09,76,99,6.2,AS,1711485284
413,lagunas,-5.2269,-75.6753,33.18,52,89,0.79,PE,1711485284
414,cabo san lucas,22.8909,-109.9124,23.61,44,0,7.72,MX,1711484905
415,chalinze,-6.6378,38.354,23.01,98,80,1.44,TZ,1711485284
416,baise city,23.8997,106.6133,22.63,87,70,1.22,CN,1711485284
417,sanming,26.2486,117.6186,17.22,88,66,0.91,CN,1711485284
418,pitimbu,-7.4706,-34.8086,30.33,79,22,5.07,BR,1711485284
419,tawau,4.2498,117.8871,25.07,86,99,1.6,MY,1711485284
420,woodcrest,33.8822,-117.3573,18.86,52,0,4.12,US,1711485284
421,holualoa,19.6228,-155.9522,25.48,73,75,6.69,US,1711485285
422,kotido,2.9806,34.1331,25.66,56,18,6.4,UG,1711485285
423,lakatoro,-16.0999,167.4164,27.88,82,100,1.74,VU,1711485285
424,lautoka,-17.6167,177.4667,25.92,89,75,0.0,FJ,1711485072
425,argungu,12.7433,4.5269,33.42,10,100,2.64,NG,1711485285
426,bom jesus,-9.0744,-44.3586,29.0,53,92,1.3,BR,1711485285
427,antofagasta,-23.65,-70.4,22.6,74,2,2.35,CL,1711485010
428,alice springs,-23.7,133.8833,19.75,94,100,2.57,AU,1711485285
429,abdanan,32.9926,47.4198,10.55,56,26,1.23,IR,1711485285
430,laibin,23.7,109.2667,21.51,80,100,0.36,CN,1711485285
431,tsiombe,-25.3,45.4833,21.81,77,39,5.32,MG,1711485285
432,middelburg,-25.7751,29.4648,16.61,63,19,2.47,ZA,1711485285
433,mitsamiouli,-11.3847,43.2844,28.14,81,100,3.21,KM,1711485286
434,klippan,56.1356,13.1309,5.35,90,96,2.57,SE,1711485286
435,borgarnes,64.5383,-21.9206,-0.97,60,93,4.41,IS,1711485286
436,bathsheba,13.2167,-59.5167,29.34,70,20,4.63,BB,1711485286
437,weining,26.85,104.2333,11.88,41,78,3.09,CN,1711485286
438,mermoz boabab,14.7065,-17.4758,23.31,78,0,6.17,SN,1711485201
439,maralal,1.0968,36.698,17.28,82,100,2.74,KE,1711485287
440,khandyga,62.6667,135.6,-10.13,96,100,1.84,RU,1711485288
441,kirillov,59.863,38.3813,-1.12,99,77,0.85,RU,1711485289
442,enewetak,11.3474,162.3373,27.1,77,69,8.48,MH,1711485292
443,garoowe,8.4054,48.4845,24.9,82,58,6.55,SO,1711485294
444,puerto lempira,15.2667,-83.7667,34.08,59,20,7.2,HN,1711485295
445,rupert,42.6191,-113.6772,7.97,42,20,9.77,US,1711485295
446,kangding,30.0513,101.9603,5.05,84,55,1.4,CN,1711485296
447,dorgali,40.2926,9.5881,13.51,85,99,1.86,IT,1711485297
448,inari,68.906,27.0288,-18.35,100,60,1.28,FI,1711485297
449,znamenskoye,57.1281,73.8282,-0.89,96,100,2.85,RU,1711485298
450,yelizovo,53.1873,158.3805,-3.92,58,75,1.0,RU,1711485298
451,moratalla,38.1893,-1.8918,5.82,70,22,6.86,ES,1711485298
452,la jolla,32.8473,-117.2742,19.52,69,75,4.63,US,1711485298
453,kill devil hills,36.0307,-75.676,8.32,88,100,5.66,US,1711485180
454,urengoy,65.9667,78.3667,-15.24,96,100,4.04,RU,1711485085
455,acapulco de juarez,16.8634,-99.8901,25.9,65,40,7.72,MX,1711485211
456,birjand,32.8663,59.2211,9.26,53,20,2.06,IR,1711485300
457,qamdo,31.1667,97.2333,-5.53,83,100,1.08,CN,1711485300
458,trujillo,-8.116,-79.03,23.98,78,0,6.17,PE,1711485143
459,ta`u,-14.2336,-169.5144,29.1,77,100,5.33,AS,1711485301
460,guarapari,-20.6667,-40.4975,26.05,89,100,2.21,BR,1711484738
461,lucapa,-8.4192,20.7447,20.5,92,100,0.85,AO,1711485301
462,olinda,-8.0089,-34.8553,29.85,74,20,4.12,BR,1711485277
463,poggio rusco,44.9749,11.1187,9.49,90,100,6.51,IT,1711485302
464,belmonte,-15.8631,-38.8828,26.85,81,30,3.42,BR,1711485302
465,novoagansk,61.9449,76.6625,-4.89,97,100,2.9,RU,1711485302
466,yokadouma,3.5167,15.05,23.93,70,99,1.04,CM,1711485303
467,hami,42.8,93.45,8.91,36,2,0.78,CN,1711485303
468,fairmont,39.4851,-80.1426,13.65,94,100,0.76,US,1711485168
469,kenai,60.5544,-151.2583,6.05,79,100,1.54,US,1711485272
470,bukittinggi,-0.3091,100.3706,18.87,97,100,0.52,ID,1711485304
471,dhidhdhoo,6.8833,73.1,28.22,73,100,1.95,MV,1711485304
472,sretensk,52.2453,117.7093,-3.47,91,100,1.42,RU,1711485304
473,rabo de peixe,37.8,-25.5833,15.73,82,75,9.26,PT,1711485304
474,northam,51.0333,-4.2167,7.44,87,100,5.22,GB,1711485305
475,coro,11.4045,-69.6734,28.78,66,4,4.78,VE,1711485305
476,la sarre,48.8002,-79.1996,3.63,83,100,5.58,CA,1711485305
477,meulaboh,4.1363,96.1285,25.51,88,98,1.5,ID,1711485305
478,weilburg,50.4833,8.25,10.62,85,56,1.25,DE,1711485306
479,yurty,56.0498,97.6348,-12.51,84,100,4.56,RU,1711485306
480,petoskey,45.3733,-84.9553,15.96,68,100,5.66,US,1711485142
481,nago,26.5881,127.9761,17.86,72,85,4.44,JP,1711485307
482,lugazi,0.3772,32.9197,19.95,94,100,1.03,UG,1711485307
483,namanga,-2.5433,36.7905,20.55,86,98,1.79,KE,1711485307
484,morehead city,34.7229,-76.726,17.22,73,0,1.79,US,1711485308
485,jackson,42.4165,-122.8345,13.73,53,20,3.09,US,1711485217
486,sirjan,29.452,55.6814,11.38,46,0,2.54,IR,1711485308
487,trittau,53.6167,10.4,10.04,70,100,3.42,DE,1711485309
488,sorong,-0.8833,131.25,26.0,87,100,2.68,ID,1711485309
489,belyy yar,53.6039,91.3903,-9.06,73,0,1.0,RU,1711485309
490,nacozari de garcia,30.3742,-109.6908,15.22,30,94,7.34,MX,1711485310
491,copala,16.65,-98.9833,29.1,46,11,5.62,MX,1711485310
492,al jawf,29.5,38.75,18.8,20,0,2.84,SA,1711485310
493,leava,-14.3,-178.1667,29.89,70,69,4.27,WF,1711485310
494,yauya,-8.9833,-77.3,14.07,68,96,0.46,PE,1711485310
495,sola,-13.8833,167.55,27.67,80,64,2.31,VU,1711485310
496,conde,-7.2597,-34.9075,29.7,74,0,5.66,BR,1711485311
497,dahlonega,34.5326,-83.9849,13.39,96,100,1.15,US,1711485311
498,rikaze,29.25,88.8833,-0.57,12,7,0.34,CN,1711485311
499,caleta olivia,-46.4393,-67.5281,22.86,31,61,7.14,AR,1711485062
500,eyl,7.9803,49.8164,27.82,83,91,6.34,SO,1711485311
501,yerofey pavlovich,53.9667,121.9667,-7.99,94,100,1.76,RU,1711485311
502,matoury,4.8483,-52.3317,30.98,66,75,5.66,GF,1711485029
503,fada n'gourma,12.0622,0.3578,36.61,27,97,3.26,BF,1711485312
504,nuuk,64.1835,-51.7216,-2.66,93,75,5.14,GL,1711485312
505,bijie,27.3125,105.2942,10.49,96,100,2.02,CN,1711485312
506,shache,38.4167,77.2406,15.95,23,90,2.08,CN,1711485312
507,north battleford,52.7834,-108.2847,-3.66,62,0,8.75,CA,1711485312
508,imperatriz,-5.5264,-47.4917,28.68,87,50,0.61,BR,1711484715
509,constantia,44.1833,28.65,5.39,73,83,4.62,RO,1711485078
510,gritsovskiy,54.1376,38.1604,0.52,97,100,2.83,RU,1711485312
511,ghadamis,30.1337,9.5007,24.31,17,0,4.72,LY,1711485312
512,serhiyivka,46.0272,30.3768,6.39,80,0,2.37,UA,1711485312
513,chichigalpa,12.5776,-87.027,33.84,46,40,2.06,NI,1711485312
514,troitsko-pechorsk,62.7084,56.1964,-12.39,97,79,1.34,RU,1711485312
515,east london,-33.0153,27.9116,21.98,91,99,6.52,ZA,1711485312
516,mao,39.8885,4.2658,12.31,87,40,6.17,ES,1711485312
517,moussoro,13.6408,16.4901,30.09,10,12,4.19,TD,1711485312
518,lorengau,-2.0226,147.2712,27.67,79,85,1.46,PG,1711485313
519,pontianak,-0.0333,109.3333,23.99,100,75,1.03,ID,1711485313
520,qingdao,36.0986,120.3719,7.78,66,0,6.0,CN,1711485072
521,thames,-37.1333,175.5333,18.53,89,40,3.81,NZ,1711485313
522,dapa,9.7594,126.0531,26.85,82,100,2.72,PH,1711485313
523,pandan,14.0453,124.1694,26.26,92,26,3.9,PH,1711485313
524,djougou,9.7085,1.666,31.26,39,100,2.18,BJ,1711485313
525,niquero,20.0431,-77.5828,28.99,62,61,3.18,CU,1711485313
526,al majaridah,19.1236,41.9111,24.93,43,0,1.18,SA,1711485313
527,pisco,-13.7,-76.2167,26.03,69,40,3.09,PE,1711485250
528,rio gallegos,-51.6226,-69.2181,21.03,32,40,5.66,AR,1711485104
529,namibe,-15.1961,12.1522,25.35,72,38,0.83,AO,1711485314
530,pasuquin,18.3328,120.6177,24.97,94,20,1.03,PH,1711485314
531,arambol,15.6868,73.7045,26.94,79,99,2.68,IN,1711485314
532,la huaca,-4.9117,-80.96,32.4,48,56,7.2,PE,1711485314
533,pfarrkirchen,48.432,12.9381,9.83,80,14,2.57,DE,1711485314
534,praia da vitoria,38.7333,-27.0667,17.14,77,75,8.04,PT,1711485314
535,barra de santo antonio,-9.4047,-35.5072,29.6,81,83,3.89,BR,1711485314
536,urzhar,47.093,81.6294,6.62,46,2,2.16,KZ,1711485314
537,valparaiso,-33.0393,-71.6273,30.08,68,0,5.66,CL,1711485103
538,buchanan,5.8808,-10.0467,27.11,85,85,2.41,LR,1711485314
539,aktau,43.65,51.2,7.32,87,99,6.81,KZ,1711485315
540,ilhabela,-23.7781,-45.3581,23.71,87,98,2.39,BR,1711485316
541,bengkulu,-3.8004,102.2655,24.61,91,100,1.66,ID,1711485049
542,christies beach,-35.1396,138.4698,15.73,79,0,2.68,AU,1711485316
543,dongola,19.1667,30.4833,22.8,13,0,4.36,SD,1711485316
544,san clemente,33.427,-117.612,20.06,75,22,1.34,US,1711485125
545,abbadia san salvatore,42.8821,11.6695,9.91,95,100,2.87,IT,1711485316
546,nandura buzurg,20.8333,76.45,30.63,19,5,0.85,IN,1711485316
547,vila do maio,15.1333,-23.2167,22.44,74,100,9.27,CV,1711485316
548,vengerovo,55.6848,76.7471,-4.52,97,100,2.91,RU,1711485316
549,faranah,10.0404,-10.7434,32.07,25,17,1.44,GN,1711485317
550,nicoya,10.1483,-85.452,32.5,52,85,1.74,CR,1711485235
551,nova vicosa,-17.8919,-39.3719,26.46,78,56,4.33,BR,1711485317
552,sanctuary point,-35.1114,150.629,20.42,84,99,1.64,AU,1711485317
553,selkirk,50.1436,-96.8845,-6.06,93,100,5.81,CA,1711485311
554,puerto armuelles,8.2833,-82.8667,32.99,62,71,2.24,PA,1711485317
555,barlinek,52.9946,15.2186,8.37,66,89,6.42,PL,1711485317
556,marquette,46.5333,-87.6335,10.74,94,99,3.13,US,1711485309
557,corumba,-19.0092,-57.6533,31.95,62,40,4.63,BR,1711485247
558,betio village,1.358,172.9211,27.02,79,62,4.16,KI,1711485318
559,pacific grove,36.6177,-121.9166,17.9,68,100,5.14,US,1711485039
560,sijunjung,-0.6876,100.9537,22.78,97,100,0.47,ID,1711485318
561,sao martinho,39.5144,-9.1311,13.82,83,73,8.94,PT,1711485114
562,popondetta,-8.7537,148.2534,25.17,94,100,0.78,PG,1711485318
563,kapshagay,43.8833,77.0833,13.15,45,1,6.79,KZ,1711485318
564,manistee,44.2445,-86.3242,14.03,82,100,7.2,US,1711485318
565,ulanhot,46.0833,122.0833,0.57,47,56,2.51,CN,1711485318
